"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:1dzQoRqT5ucxXVaAhTcT0J","Just Dance","spotify:artist:1HY2Jd0NmPuamShAr6KMms, spotify:artist:7fObcBw9VM3x7ntWKCYl0z","Lady Gaga, Colby O'Donis","spotify:album:1qwlxZTNLe1jq3b0iidlue","The Fame","spotify:artist:1HY2Jd0NmPuamShAr6KMms","Lady Gaga","2008-01-01","https://i.scdn.co/image/ab67616d0000b273e691217483df8798445c82e2","1","1","241933","https://p.scdn.co/mp3-preview/95cc6f61db841d49e062c94e68a62a89da0c46c4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","81","USUM70807646","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:32Z"
"spotify:track:1sh6lL6cmlcwhqZKGiKBua","I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit","spotify:artist:1vCWHaC5f2uS3yhpwWbIA6, spotify:artist:5ChF3i92IPZHduM7jN3dpg","Avicii, Nicky Romero","spotify:album:0sOrbRnJcNod63r49kmGVb","I Could Be The One [Avicii vs Nicky Romero]","spotify:artist:1vCWHaC5f2uS3yhpwWbIA6, spotify:artist:5ChF3i92IPZHduM7jN3dpg","Avicii, Nicky Romero","2012-12-26","https://i.scdn.co/image/ab67616d0000b273d1f3c40cd2e251e04ae6413f","1","1","208316","https://p.scdn.co/mp3-preview/f86b63a3fb643dc427eff698d7f2b6f74604992c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","72","SEUM71201601","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:32Z"
"spotify:track:4lhqb6JvbHId48OUJGwymk","Hey Brother","spotify:artist:1vCWHaC5f2uS3yhpwWbIA6","Avicii","spotify:album:2H6i2CrWgXE1HookLu8Au0","True","spotify:artist:1vCWHaC5f2uS3yhpwWbIA6","Avicii","2013-01-01","https://i.scdn.co/image/ab67616d0000b273e14f11f796cef9f9a82691a7","1","3","255093","https://p.scdn.co/mp3-preview/b0f7ab0efb90d7df8535784a2187034e70d0ab24?cid=9950ac751e34487dbbe027c4fd7f8e99","false","80","CH3131340084","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:33Z"
"spotify:track:76FZM38RC8XaAjJ77CVTNe","Into You","spotify:artist:66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","spotify:album:1QRP5lutJodPixU2EWfnD7","Dangerous Woman","spotify:artist:66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","2016-04-01","https://i.scdn.co/image/ab67616d0000b27333342c57a9b2c4e04c97b3f5","1","4","244453","https://p.scdn.co/mp3-preview/12489dbf9e313aa5a42dcf6e1d145df9b04db8dd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","79","USUM71601827","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:33Z"
"spotify:track:39LLxExYz6ewLAcYrzQQyP","Levitating","spotify:artist:6M2wZ9GZgrQXHCFfjv46we","Dua Lipa","spotify:album:7fJJK56U9fHixgO0HQkhtI","Future Nostalgia","spotify:artist:6M2wZ9GZgrQXHCFfjv46we","Dua Lipa","2020-03-27","https://i.scdn.co/image/ab67616d0000b2734bc66095f8a70bc4e6593f4f","1","5","203807","https://p.scdn.co/mp3-preview/ac28d1b0be285ed3bfd8e9fa5fad133776d7cf36?cid=9950ac751e34487dbbe027c4fd7f8e99","false","79","GBAHT1901299","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:33Z"
"spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg","Don't Start Now","spotify:artist:6M2wZ9GZgrQXHCFfjv46we","Dua Lipa","spotify:album:0ix3XtPV1LwmZADsprKxcp","Don't Start Now","spotify:artist:6M2wZ9GZgrQXHCFfjv46we","Dua Lipa","2019-10-31","https://i.scdn.co/image/ab67616d0000b273c35ea649223a519a9ad51ccf","1","1","183290","https://p.scdn.co/mp3-preview/87258da8a9eb8d0a0d53071e06612955e6d3b28f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","76","GBAHT1901121","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:34Z"
"spotify:track:78v8ad1iLTlfLbam4qvzNu","Waiting","spotify:artist:0daugAjUgbJSqdlyYNwIbT, spotify:artist:2tUq6RAxkUzZPf2WWLXMa4","Vicetone, Daisy Guttridge","spotify:album:0W9qCb5BsEOZvxiRWM4l8D","Waiting","spotify:artist:0daugAjUgbJSqdlyYNwIbT, spotify:artist:2tUq6RAxkUzZPf2WWLXMa4","Vicetone, Daisy Guttridge","2019-05-17","https://i.scdn.co/image/ab67616d0000b273b171c6d40462b4548a5e0134","1","1","205714","https://p.scdn.co/mp3-preview/ebc7c1af6eeb5ea0005ebde491f4d23db7136ef4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","CA6D21900139","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:34Z"
"spotify:track:4ibYl4U7Ix076zx81cO8YY","Do Or Die","spotify:artist:2xW3pBjCngD69hC1wIUgjA","Axel Johansson","spotify:album:4SToP2EAJjXcuyppR779uR","Do Or Die","spotify:artist:2xW3pBjCngD69hC1wIUgjA","Axel Johansson","2018-08-31","https://i.scdn.co/image/ab67616d0000b2739f8fb6cc563f5567c41b16b5","1","1","204715","https://p.scdn.co/mp3-preview/79bca83a3d357647785c528214c347bf1f115f19?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","DK4YA1814101","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:35Z"
"spotify:track:3pqfx1XOcuFZDeKOwfOky7","Cloud 9","spotify:artist:1feoGrmmD8QmNqtK2Gdwy8, spotify:artist:6fEZjgt9MHR4Hp3MiBRZHX","Tobu, Itro","spotify:album:6Me8gE05HfGdKW0pck2siX","Cloud 9","spotify:artist:1feoGrmmD8QmNqtK2Gdwy8, spotify:artist:6fEZjgt9MHR4Hp3MiBRZHX","Tobu, Itro","2014-09-21","https://i.scdn.co/image/ab67616d0000b273c4118d04c3ace37a8f813185","1","1","277524","https://p.scdn.co/mp3-preview/0d663bd659a200a7fcdf25b4079a079a4b8f935a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","GBSMU1820937","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:35Z"
"spotify:track:6jg5SRvdGxvJ0DzNV0UqEK","Please Don't Go","spotify:artist:2KsP6tYLJlTBvSUxnwlVWa","Mike Posner","spotify:album:2nnIlWcriIqcJtjduWcTRl","31 Minutes to Takeoff","spotify:artist:2KsP6tYLJlTBvSUxnwlVWa","Mike Posner","2010-08-09","https://i.scdn.co/image/ab67616d0000b273d6165c0d6eba7e5bf3fca16d","1","2","196813","https://p.scdn.co/mp3-preview/d33396175c666bd21031d96270b4cd015b6f5713?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","USJAY1000077","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:35Z"
"spotify:track:6H0zRPEV1ezBHOidNXSt1D","Fractures (feat. Nevve)","spotify:artist:45eNHdiiabvmbp4erw26rg, spotify:artist:3RTklnRcfHgkQJwFpgOq3t","ILLENIUM, Nevve","spotify:album:0r4kwvT0acmAl59N6H4Pjk","Fractures (feat. Nevve)","spotify:artist:45eNHdiiabvmbp4erw26rg","ILLENIUM","2017-02-06","https://i.scdn.co/image/ab67616d0000b27329b1e19c8c1304446a3e1afa","1","1","245250","https://p.scdn.co/mp3-preview/3c58102a9f5f0e2ab10193fa1a5ca72e2398d69f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","TCACX1718924","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:36Z"
"spotify:track:6hJEKNgikVrWuC3aQFs7Ak","Would You Stay","spotify:artist:5DwnPlijNCMYMFh40sQ4vX, spotify:artist:7j1lSJOJQBRw80bRit36Fs","Mindme, Le June","spotify:album:0L9ca6rhJulTXGgFFEJu3j","Would You Stay","spotify:artist:5DwnPlijNCMYMFh40sQ4vX","Mindme","2020-03-27","https://i.scdn.co/image/ab67616d0000b273eb1e0347f58c60429a3f215d","1","1","220524","https://p.scdn.co/mp3-preview/8f6268fe488243057a2db6e352a5afe3ce082e85?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","SE5Q51904117","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:36Z"
"spotify:track:0yjl5u0l3JujGGdS5Cx57o","Starlight","spotify:artist:2DhM3L6HmeUppH5hF5Rnll","Ayon","spotify:album:45LHc94lsFGQSK38Ly36qC","Starlight","spotify:artist:2DhM3L6HmeUppH5hF5Rnll","Ayon","2019-04-07","https://i.scdn.co/image/ab67616d0000b2738615736cd584c9138b843d48","1","2","342909","https://p.scdn.co/mp3-preview/3303f23debd4f7f5a7f7503e9fe69b4b2130b3d0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","31","QM8DG1867485","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:37Z"
"spotify:track:3OTSBoYKO7HzGVj8Bu2OH9","All the Time","spotify:artist:1Xylc3o4UrD53lo9CvFvVg","Zara Larsson","spotify:album:4x79GTZCS7XsmxK9qxxMmV","All the Time","spotify:artist:1Xylc3o4UrD53lo9CvFvVg","Zara Larsson","2019-06-21","https://i.scdn.co/image/ab67616d0000b273e0fdd1a86b4214b453ed5703","1","1","228111","https://p.scdn.co/mp3-preview/a0e7983ba8cfbcd7c0acf12e53fc6c1dd13ac302?cid=9950ac751e34487dbbe027c4fd7f8e99","false","56","USSM11903586","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:37Z"
"spotify:track:4sB0hXFEmjZJR09ilZWsQw","that won't save us","spotify:artist:6yhD1KjhLxIETFF7vIRf8B","Against The Current","spotify:album:2SQHB4OJWgOSwNme87s8aZ","that won't save us","spotify:artist:6yhD1KjhLxIETFF7vIRf8B","Against The Current","2020-10-28","https://i.scdn.co/image/ab67616d0000b27313c8d521514169e7db71a24c","1","1","200587","https://p.scdn.co/mp3-preview/6e636be1b3a9a2f155baa16d38617b215874752b?cid=9950ac751e34487dbbe027c4fd7f8e99","true","38","USAT22006353","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:38Z"
"spotify:track:7kVDkZkZc8qBUBsF6klUoY","I Don't Wanna Go","spotify:artist:7vk5e3vY1uw9plTHJAMwjN, spotify:artist:2Tg0aF5cbZktYFzgR1iAKv","Alan Walker, Julie Bergan","spotify:album:3nzuGtN3nXARvvecier4K0","Different World","spotify:artist:7vk5e3vY1uw9plTHJAMwjN","Alan Walker","2018-12-14","https://i.scdn.co/image/ab67616d0000b273a108e07c661f9fc54de9c43a","1","3","161666","https://p.scdn.co/mp3-preview/17068c6b49a5dad5820605a087b73037d0db5ea8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","NOG841813030","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:38Z"
"spotify:track:22O2Zdfj3jnJZDSzlDMAJp","Heading Home","spotify:artist:7vk5e3vY1uw9plTHJAMwjN, spotify:artist:0x3PXj1WnuW7YsBxQK57xM","Alan Walker, Ruben","spotify:album:3vZaa7OReXh9JIwfq1nWcD","Heading Home","spotify:artist:7vk5e3vY1uw9plTHJAMwjN, spotify:artist:0x3PXj1WnuW7YsBxQK57xM","Alan Walker, Ruben","2020-04-01","https://i.scdn.co/image/ab67616d0000b2735eab23d2260268d2fab870d0","1","1","184889","https://p.scdn.co/mp3-preview/1fe3fcedf9706fe069740b74f77f9f49ff342826?cid=9950ac751e34487dbbe027c4fd7f8e99","false","56","NOG842002010","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:39Z"
"spotify:track:6YUTL4dYpB9xZO5qExPf05","Summer","spotify:artist:7CajNmpbOovFoOoasH2HaY","Calvin Harris","spotify:album:48zisMeiXniWLzOQghbPqS","Motion","spotify:artist:7CajNmpbOovFoOoasH2HaY","Calvin Harris","2014-10-31","https://i.scdn.co/image/ab67616d0000b273063c048e9ef6bd021b744756","1","8","222533","https://p.scdn.co/mp3-preview/a6fc9fe137bd7d0b3377309f8235eddf449866e5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","86","GBARL1400296","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:39Z"
"spotify:track:5yId5vztDqFdpYIMkDs4XV","Way Back","spotify:artist:0daugAjUgbJSqdlyYNwIbT, spotify:artist:5wMfct6VVvaVQ8xGCXxIUa","Vicetone, Cozi Zuehlsdorff","spotify:album:1228EEKC3pUCGKsnhJs49Z","Way Back","spotify:artist:0daugAjUgbJSqdlyYNwIbT, spotify:artist:5wMfct6VVvaVQ8xGCXxIUa","Vicetone, Cozi Zuehlsdorff","2018-03-09","https://i.scdn.co/image/ab67616d0000b273f849bcee6a688d9d8ed1a608","1","1","208888","https://p.scdn.co/mp3-preview/67c3aee95bd47144163cc647fa3db3fdd46423de?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","CA6D21800042","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:39Z"
"spotify:track:39rqDP2s2hN1JtXptyeM3u","Ignite - 2016 League Of Legends World Championship","spotify:artist:2qxJFvFYMEDqd7ui6kSAcq","Zedd","spotify:album:58s3pP6qO3ecMj6dtdSpPl","Ignite (2016 League Of Legends World Championship)","spotify:artist:2qxJFvFYMEDqd7ui6kSAcq","Zedd","2016-09-23","https://i.scdn.co/image/ab67616d0000b2739c6fbce8543994318358a5b2","1","1","195466","https://p.scdn.co/mp3-preview/4e55e070eb58cf3e50adeb9f551b48f5da5c65e9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","56","USUM71609202","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:40Z"
"spotify:track:5Hw9CAudVzckWfrsZKDCJC","Perfect 10","spotify:artist:0okpgBQamDqOZazBeH0J3I, spotify:artist:0EHYuPn9Xng2lZP2cfz4cV","Unknown Brain, Heather Sommer","spotify:album:1jMikp1mdioHrxzixwIzoW","Perfect 10","spotify:artist:0okpgBQamDqOZazBeH0J3I, spotify:artist:0EHYuPn9Xng2lZP2cfz4cV","Unknown Brain, Heather Sommer","2018-07-11","https://i.scdn.co/image/ab67616d0000b273f133fcbd5a1000f7b7cbcf57","1","1","204006","https://p.scdn.co/mp3-preview/2936c73aea6dd382b26781b3ef7857463ff173ea?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GB2LD1800604","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:41Z"
"spotify:track:0939D7aT18uBDS2MTjWzct","Higher Power","spotify:artist:4gzpq5DPGxSnKTe4SA8HAU","Coldplay","spotify:album:6wiPmk3powmcz3G7zr6krg","Higher Power","spotify:artist:4gzpq5DPGxSnKTe4SA8HAU","Coldplay","2021-05-07","https://i.scdn.co/image/ab67616d0000b273b1092c02972b0bfd91703f75","1","1","211294","https://p.scdn.co/mp3-preview/53a3f14e6e624bcd50d057a86dc54d7419216e6e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","GBAYE2100379","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:41Z"
"spotify:track:514rhnksEwHUh6LxXsQ4Y9","Back To You","spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx","Selena Gomez","spotify:album:4RpgjxgSxcRwGNuWnImneN","13 Reasons Why (Season 2)","spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx, spotify:artist:5Pwc4xIPtQLFEnJriah9YJ, spotify:artist:6Ad91Jof8Niiw0lGLLi3NW","Selena Gomez, OneRepublic, YUNGBLUD","2018-05-18","https://i.scdn.co/image/ab67616d0000b273acc995be2b5bdc62d622ccd3","1","1","210240","https://p.scdn.co/mp3-preview/1ca094d4cfa004380b707bf35e780bf82291cc90?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","USUM71805992","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:41Z"
"spotify:track:69zxj1EFDfAouZu9JDmQld","Secrets - Radio Edit","spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z, spotify:artist:2wX6xSig4Rig5kZU6ePlWe, spotify:artist:7HqEmV7FeCi16bQyHMpIrF","Tiësto, KSHMR, VASSY","spotify:album:4p3CULd5VeCSikL0PYkoP3","Secrets (Radio Edit)","spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z, spotify:artist:2wX6xSig4Rig5kZU6ePlWe, spotify:artist:7HqEmV7FeCi16bQyHMpIrF","Tiësto, KSHMR, VASSY","2015-04-03","https://i.scdn.co/image/ab67616d0000b273370074ce24e61526daf0c25f","1","1","216967","https://p.scdn.co/mp3-preview/2a456ce06a996869d3081b3b316e697b0bc9ca75?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","CYA111500012","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:42Z"
"spotify:track:06h3McKzmxS8Bx58USHiMq","Silhouettes - Original Radio Edit","spotify:artist:1vCWHaC5f2uS3yhpwWbIA6","Avicii","spotify:album:56Wdv50B0BK8z3PhOIz7WE","Silhouettes","spotify:artist:1vCWHaC5f2uS3yhpwWbIA6","Avicii","2012-04-27","https://i.scdn.co/image/ab67616d0000b273013a8b3d2a0a8028622ffd5c","1","1","211880","https://p.scdn.co/mp3-preview/321ebf537cc9c3ee622383109af13538fa824ed7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","SEUM71200477","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:42Z"
"spotify:track:10GJzPKBv4TFxYi2ojeiSG","Nightmares Never End","spotify:artist:5qvrAlKjc0Sqrqz6v2wBGk, spotify:artist:2suYQj2pv0J5xZdNNqzDaU","JT Music, Andrea Storm Kaden","spotify:album:3xIdhFwO0xtBhmlDMYO4WA","Nightmares Never End","spotify:artist:5qvrAlKjc0Sqrqz6v2wBGk","JT Music","2021-04-11","https://i.scdn.co/image/ab67616d0000b2736349f22cb9b017900c2d522c","1","1","280000","https://p.scdn.co/mp3-preview/e42ef3d39c61cae876b4c43b34579a4b50fd7f8d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QZES82185597","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:42Z"
"spotify:track:6RSIVvksolVFbjyJypupki","Never Be Alone","spotify:artist:3OKg7YbOIatODzkRIbLJR4","TheFatRat","spotify:album:41LIe2IdOTj01VFDlMbtG5","Never Be Alone","spotify:artist:3OKg7YbOIatODzkRIbLJR4","TheFatRat","2015-01-29","https://i.scdn.co/image/ab67616d0000b273dfb70a64b76623022497a2db","1","1","260000","https://p.scdn.co/mp3-preview/91d7abf9dfd651ad5158fe609427437693aea9e3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","TCACD1536606","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:43Z"
"spotify:track:6hwF25W29VOWw1nZ76EAXY","Dreams pt. II","spotify:artist:157L8iTHgbdrKVxdQEXluh, spotify:artist:1HQ26IHQ1Nu0Tq7EE7DV6y","Lost Sky, Sara Skinner","spotify:album:3T9xfxcHKA1tXjPVULySWq","Dreams pt. II","spotify:artist:157L8iTHgbdrKVxdQEXluh, spotify:artist:1HQ26IHQ1Nu0Tq7EE7DV6y","Lost Sky, Sara Skinner","2018-12-25","https://i.scdn.co/image/ab67616d0000b273e111b7f23f55574d7d7eb1c0","1","1","215196","https://p.scdn.co/mp3-preview/0868bcd9e7a6aee0261c597d8b2de67bd0ee8bdb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GB2LD1800882","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:44Z"
"spotify:track:24LS4lQShWyixJ0ZrJXfJ5","Sweet Nothing (feat. Florence Welch)","spotify:artist:7CajNmpbOovFoOoasH2HaY, spotify:artist:0IROOdQ2fQUcoaEPqt1Isg","Calvin Harris, Florence Welch","spotify:album:7w19PFbxAjwZ7UVNp9z0uT","18 Months","spotify:artist:7CajNmpbOovFoOoasH2HaY","Calvin Harris","2012-10-29","https://i.scdn.co/image/ab67616d0000b273dcef905cb144d4867119850b","1","10","212560","https://p.scdn.co/mp3-preview/daf8f5e93daa712ee93c2c5b2778fcaa39194dc5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","75","GBARL1201392","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:44Z"
"spotify:track:54OJkFd49ZJogtTiY8jVJy","Forever (feat. Ella Young)","spotify:artist:2xW3pBjCngD69hC1wIUgjA, spotify:artist:0cv6MX8iPwipVpKJtI3vFC","Axel Johansson, Ella Young","spotify:album:0rbkldhYopRkTTWrxurhme","Forever (feat. Ella Young)","spotify:artist:2xW3pBjCngD69hC1wIUgjA","Axel Johansson","2021-03-12","https://i.scdn.co/image/ab67616d0000b273de3304c8040c5495ccda80d4","1","1","195106","https://p.scdn.co/mp3-preview/59d39e85762e66ad3a4e777c72ac0244df0ff2c3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","DK4YA2130401","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:44Z"
"spotify:track:7dfgIIphcDCQpE7hYrPpNP","Psycho","spotify:artist:2rsFdirOhNFCvR7XQKMIBp, spotify:artist:1Yj7SsIEP9k7SsE1HcMBrq, spotify:artist:0NnlfSS9TzEUlffzx7KwBk","Kujah, EQRIC, FJØRA","spotify:album:5XJCaZH5WWS6dr1ndrNyDa","Psycho","spotify:artist:2rsFdirOhNFCvR7XQKMIBp, spotify:artist:1Yj7SsIEP9k7SsE1HcMBrq, spotify:artist:0NnlfSS9TzEUlffzx7KwBk","Kujah, EQRIC, FJØRA","2020-09-25","https://i.scdn.co/image/ab67616d0000b273e5b74f4c2c1f7e164b5168aa","1","1","144084","https://p.scdn.co/mp3-preview/d3fa195d31eef9f7cc3c1e74921860c7a1d34f36?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","QZKDK2076583","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:45Z"
"spotify:track:7nwGvxqSrgAuty1tlPGCFz","Matches","spotify:artist:1LOB7jTeEV14pHai6EXSzF, spotify:artist:6jsjhAEteAlY0vCiLvMLBA","Cash Cash, ROZES","spotify:album:7AkKHgxhTKZm8cdJ7V0Aq6","Matches","spotify:artist:1LOB7jTeEV14pHai6EXSzF, spotify:artist:6jsjhAEteAlY0vCiLvMLBA","Cash Cash, ROZES","2017-03-03","https://i.scdn.co/image/ab67616d0000b27387c7982329610181bf5e362e","1","1","187600","https://p.scdn.co/mp3-preview/c8e0f6d03f48bc16053aa75a8d01311d2de27a55?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","USAT21700321","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:45Z"
"spotify:track:7FlHNJT4TC120CDvFOHzei","Rewrite The Stars","spotify:artist:4IWBUUAFIplrNtaOHcJPRM, spotify:artist:1zNqDE7qDGCsyzJwohVaoX","James Arthur, Anne-Marie","spotify:album:1oqnHxrKI3Gq8MKgAGDtMr","The Greatest Showman: Reimagined (Deluxe)","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2017-12-08","https://i.scdn.co/image/ab67616d0000b273c4e9d12d9ccdd7e48d2a0329","1","8","218293","https://p.scdn.co/mp3-preview/cf2a0c017f413de261c49290bf41a6d4fe5551d3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","77","USAT21811541","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:45Z"
"spotify:track:1yvMUkIOTeUNtNWlWRgANS","Unstoppable","spotify:artist:5WUlDfRSoLAfcVSX1WnrxN","Sia","spotify:album:2eV6DIPDnGl1idcjww6xyX","This Is Acting (Deluxe Version)","spotify:artist:5WUlDfRSoLAfcVSX1WnrxN","Sia","2016-10-21","https://i.scdn.co/image/ab67616d0000b273754b2fddebe7039fdb912837","1","5","217746","https://p.scdn.co/mp3-preview/99a07d00531c0053f55a46e94ed92b1560396754?cid=9950ac751e34487dbbe027c4fd7f8e99","false","81","USRC11502934","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:46Z"
"spotify:track:5Hroj5K7vLpIG4FNCRIjbP","Best Day Of My Life","spotify:artist:0MlOPi3zIDMVrfA9R04Fe3","American Authors","spotify:album:0V4laGZGshNCpurfIdUhHv","Oh, What A Life","spotify:artist:0MlOPi3zIDMVrfA9R04Fe3","American Authors","2014-01-01","https://i.scdn.co/image/ab67616d0000b273cc761ba55b0e7abad4539abe","1","3","194240","https://p.scdn.co/mp3-preview/caf61e3a88f77f587e097076ac1590f11a590e88?cid=9950ac751e34487dbbe027c4fd7f8e99","false","81","USUM71302187","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:46Z"
"spotify:track:2wQ411UQL2MRsdAgPRUstT","Walk Thru Fire","spotify:artist:0daugAjUgbJSqdlyYNwIbT","Vicetone","spotify:album:19cloFhfD0cKbMEzUAxugB","Walk Thru Fire","spotify:artist:0daugAjUgbJSqdlyYNwIbT","Vicetone","2018-08-03","https://i.scdn.co/image/ab67616d0000b273b35a97f364865a2cb4e5a194","1","1","194482","https://p.scdn.co/mp3-preview/d694c3a1dc2b2d5012dd3ffcefe1ca34fc0c273e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","CA6D21800176","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:46Z"
"spotify:track:1GJ2iX8nozrR4jstEgwvcC","Night on Fire","spotify:artist:5qvrAlKjc0Sqrqz6v2wBGk, spotify:artist:2suYQj2pv0J5xZdNNqzDaU","JT Music, Andrea Storm Kaden","spotify:album:05VG3g1d6V2j8f9i7uP19l","Night on Fire","spotify:artist:5qvrAlKjc0Sqrqz6v2wBGk","JT Music","2019-12-28","https://i.scdn.co/image/ab67616d0000b27336fdb1a9048df45d25686cb9","1","1","271442","https://p.scdn.co/mp3-preview/1c1e0ff5e6932078ad6a4b524184b79478540230?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QZK6N1996356","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:47Z"
"spotify:track:6ibayfvVOby1NSKJFohtZp","Light It Up","spotify:artist:6FPDULwgllPquFdqdzj5gi, spotify:artist:7CSAJPH9eLCOvPc9jn1I6e, spotify:artist:0NO8SsF6umjI3iQJzTycVF","Robin Hustin, TobiMorrow, Jex","spotify:album:4GbTZ3H4jqJPAZGjKiu8xS","Light It Up","spotify:artist:6FPDULwgllPquFdqdzj5gi, spotify:artist:7CSAJPH9eLCOvPc9jn1I6e, spotify:artist:0NO8SsF6umjI3iQJzTycVF","Robin Hustin, TobiMorrow, Jex","2018-08-10","https://i.scdn.co/image/ab67616d0000b273a6e3b8e67394514a0097311a","1","1","185390","https://p.scdn.co/mp3-preview/25fe241b2e886e05011578113b9a2949285f692a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","GB2LD1800642","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:20:47Z"
