"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:4O5KVJrFFmOy3p6Tsa13wE","The Angry Birds Rap","spotify:artist:39BaPAawldVZH3xCSdFPhV","BSHAP","spotify:album:77fQopfRHua1vOpLratctG","The Angry Birds Rap","spotify:artist:39BaPAawldVZH3xCSdFPhV","BSHAP","2011-05-31","https://i.scdn.co/image/ab67616d0000b27380ac10351b6e0b1c58ce69a0","1","1","237720","https://p.scdn.co/mp3-preview/c09c24cb5016d11ac8d7eeab751b74409422e551?cid=9950ac751e34487dbbe027c4fd7f8e99","false","26","TCABB1183859","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:33Z"
"spotify:track:2UgpoYhtdOZqVw3lFoqMck","Explode - From The Angry Birds Movie Soundtrack","spotify:artist:25uiPmTg16RbhZWAqwLBy5","Charli XCX","spotify:album:4Sp6HR4bYIsiOBO9pPaZv8","The Angry Birds Movie (Original Motion Picture Soundtrack)","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2016-05-06","https://i.scdn.co/image/ab67616d0000b273acd2af2b113e8b2ad2369af9","1","5","225373","https://p.scdn.co/mp3-preview/f3ac2b4e03e1e4abbff2a83b92d76c4621469b30?cid=9950ac751e34487dbbe027c4fd7f8e99","false","31","USAT21601280","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:33Z"
"spotify:track:00IO2m0XxxDJ2ncBUvEvBR","Stick Together","spotify:artist:6SbkdoreoUsexJVVmFAOFl","Elijah N","spotify:album:7GFDwR3G1jijRt07omeW6C","Forgetting This","spotify:artist:6SbkdoreoUsexJVVmFAOFl","Elijah N","2016-10-20","https://i.scdn.co/image/ab67616d0000b273a4475886947b809951c339b0","1","1","195000","https://p.scdn.co/mp3-preview/f6c751ab95e8d35ea403d8f05b7642f95dbc5de2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","SE5Q51700794","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:33Z"
"spotify:track:6JV2JOEocMgcZxYSZelKcc","CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")","spotify:artist:31TPClRtHm23RisEBtV3X7","Justin Timberlake","spotify:album:40LbnfieVTWtHrK24WQeEB","CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")","spotify:artist:31TPClRtHm23RisEBtV3X7","Justin Timberlake","2016-05-06","https://i.scdn.co/image/ab67616d0000b273ef37416970812293c08e8a78","1","1","236001","https://p.scdn.co/mp3-preview/abf52d96f3f35554fcc0ea7005d9e1ce848efd77?cid=9950ac751e34487dbbe027c4fd7f8e99","false","80","USRC11600876","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:34Z"
"spotify:track:2fDU6OzMHcXumNBJ2fIjtH","Lemon Tree","spotify:artist:5dLfdoRqimRnbTC19bdbRD","Gustixa","spotify:album:4t8aTIMaJmjcxQWAKeRX6G","Lemon Tree","spotify:artist:5dLfdoRqimRnbTC19bdbRD","Gustixa","2020-10-15","https://i.scdn.co/image/ab67616d0000b273cdeeaf3f3edd878b370ec70a","1","1","158703","https://p.scdn.co/mp3-preview/6925881c2ab297ea64094a589225945c4c5254a5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","ZZOPM2003577","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:34Z"
"spotify:track:38gVWsCzIYrv54z5qspFD5","CARRY ON","spotify:artist:1XTqQwcJw9D1bo0cuO8Oq2","Anna Tsuchiya","spotify:album:02Z5gfcOJoeZChzitf9XBY","The 15th Anniversary Live Tour「COLORS」 Set List Songs","spotify:artist:1XTqQwcJw9D1bo0cuO8Oq2","Anna Tsuchiya","2017-12-25","https://i.scdn.co/image/ab67616d0000b27396277565b571c4b260ba6365","1","17","278698","https://p.scdn.co/mp3-preview/b1eb87a7452a36b7bb89da8a26ba30d30205c464?cid=9950ac751e34487dbbe027c4fd7f8e99","false","28","JPB601290402","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:34Z"
"spotify:track:3vv9phIu6Y1vX3jcqaGz5Z","Roses","spotify:artist:69GGBxA162lTqCwzJG5jLp, spotify:artist:6jsjhAEteAlY0vCiLvMLBA","The Chainsmokers, ROZES","spotify:album:2GFflENKz28RcMoSuulPZC","Roses","spotify:artist:69GGBxA162lTqCwzJG5jLp","The Chainsmokers","2015-06-16","https://i.scdn.co/image/ab67616d0000b2738d2cfad007b9431f48aef135","1","1","226738","https://p.scdn.co/mp3-preview/a0f968725f2164068bee9379d9fce23fbe9bea74?cid=9950ac751e34487dbbe027c4fd7f8e99","false","75","USQX91500801","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:35Z"
"spotify:track:3RiPr603aXAoi4GHyXx0uy","Hymn for the Weekend","spotify:artist:4gzpq5DPGxSnKTe4SA8HAU","Coldplay","spotify:album:3cfAM8b8KqJRoIzt3zLKqw","A Head Full of Dreams","spotify:artist:4gzpq5DPGxSnKTe4SA8HAU","Coldplay","2015-12-04","https://i.scdn.co/image/ab67616d0000b2738ff7c3580d429c8212b9a3b6","1","3","258266","https://p.scdn.co/mp3-preview/cb0aa0a64ef56a161fbe2b298174cd69d8a71a9d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","83","GBAYE1500979","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:35Z"
"spotify:track:4xsA7WwjehjdZHc1tgG7z0","It’s Gonna Be A Lovely Day (The Secret Life Of Pets 2)","spotify:artist:2iUbk5KhZYZt4CRvWbwb7S, spotify:artist:3Gm5F95VdRxW3mqCn8RPBJ","LunchMoney Lewis, Aminé","spotify:album:6v3cV4buefnvRAVq3WzAIE","The Secret Life Of Pets 2 (Original Motion Picture Soundtrack)","spotify:artist:71jzN72g8qWMCMkWC5p1Z0","Alexandre Desplat","2019-06-01","https://i.scdn.co/image/ab67616d0000b273011a47f3c396678ba0c73e9b","1","1","231733","https://p.scdn.co/mp3-preview/46e8881d8082aba9c75242a4a7a3931d98ecb5e8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","44","USQ4E1904644","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:35Z"
"spotify:track:3P3pw6C19j31Rnzgo3JG7o","Perfect Strangers","spotify:artist:1HBjj22wzbscIZ9sEb5dyf, spotify:artist:4kYGAK2zu9EAomwj3hXkXy","Jonas Blue, JP Cooper","spotify:album:2xZSrcBmvMw9Y8hac6xU7L","Blue","spotify:artist:1HBjj22wzbscIZ9sEb5dyf","Jonas Blue","2018-11-09","https://i.scdn.co/image/ab67616d0000b2735b6bcc59c3562a6f362344c6","1","2","196613","https://p.scdn.co/mp3-preview/99b97634d18a161489f2a8a4d5efe5399dc3774c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","77","GBUM71602437","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:36Z"
"spotify:track:1000nHvUdawXuUHgBod4Wv","Panini","spotify:artist:7jVv8c5Fj3E9VhNjxT4snq","Lil Nas X","spotify:album:71BrrQxz8mZAneNSDE9Lov","Panini","spotify:artist:7jVv8c5Fj3E9VhNjxT4snq","Lil Nas X","2019-09-13","https://i.scdn.co/image/ab67616d0000b273de048a43d03fb53a466c1c9f","1","2","114893","https://p.scdn.co/mp3-preview/e9bf27ec0415fedffcfd48953b80352709664140?cid=9950ac751e34487dbbe027c4fd7f8e99","false","69","USSM11903948","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:36Z"
"spotify:track:0XddCYuoHRELfWxXBYAXsU","KinjaBang","spotify:artist:0tvpihdAsKiNnP6sWS3jUI","TroyBoi","spotify:album:7nYaSlVUHMNvSRzc0guLYy","Left Is Right","spotify:artist:0tvpihdAsKiNnP6sWS3jUI","TroyBoi","2017-08-25","https://i.scdn.co/image/ab67616d0000b273ed608a8a84ddd613266ee69d","1","11","106000","https://p.scdn.co/mp3-preview/f58c0daaa0d90740538ffbd72319e0e1e7ba02b7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","USLD91710639","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:36Z"
"spotify:track:65fmKwdPwedGoO9NeJ098K","555","spotify:artist:3E2RbO6J3JSYa9VgP5iGMH, spotify:artist:1FoYKCI4RZTARNndlahQeD, spotify:artist:4BDuirdIx3J7yihAlw7fCS, spotify:artist:6LDu2CLsVUJB23uTsx2MWo, spotify:artist:41877PhhqIZV5vhBKc73XP, spotify:artist:2rhP3Kd0NJEAVyZfj1gxkR","FIIXD, Younggu, DIAMOND MQT, MARINA, Mona V, League of Legends: Wild Rift","spotify:album:3IMTDKRbvPOdaiuEFkEqRk","555","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2020-11-27","https://i.scdn.co/image/ab67616d0000b273dfe22868193957b4b0cf9221","1","1","258226","https://p.scdn.co/mp3-preview/f3f6e824e0e27cfef0bb26328f5795d0e15d25b0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","7","QZH6S1900288","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:37Z"
"spotify:track:4qDHt2ClApBBzDAvhNGWFd","Crab Rave","spotify:artist:2BuSNpxpMGJGiAAWJYJT2t","Noisestorm","spotify:album:2lppc5R9jiNgGoB7qXPWlr","Crab Rave","spotify:artist:2BuSNpxpMGJGiAAWJYJT2t","Noisestorm","2018-04-01","https://i.scdn.co/image/ab67616d0000b273428b65f827217fe824aaa2bd","1","1","161280","https://p.scdn.co/mp3-preview/8018db8aacacaa458c8d52479c397fdaf89ab03b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","CA6D21800072","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:37Z"
"spotify:track:7j56HrjR9cGzvekvZY3Faz","HandClap","spotify:artist:4AcHt3JxKy59IX7JNNlZn4","Fitz and The Tantrums","spotify:album:7HBKKw5pJLNj6mdRLb1KG3","Fitz and The Tantrums","spotify:artist:4AcHt3JxKy59IX7JNNlZn4","Fitz and The Tantrums","2016-06-10","https://i.scdn.co/image/ab67616d0000b27358c4833cc8b1a3d6e4890940","1","1","193253","https://p.scdn.co/mp3-preview/6bc5cfde31b861b439e14c746decb01fbc870c64?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","USAT21600408","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:37Z"
"spotify:track:4VgGx1cQlHB7Ls1Ukt0H7H","Bring Home The Glory","spotify:artist:47mIJdHORyRerp4os813jD, spotify:artist:1HQ26IHQ1Nu0Tq7EE7DV6y","League of Legends, Sara Skinner","spotify:album:01L3l6bMt4wSX8fK3F9yKn","Bring Home The Glory","spotify:artist:47mIJdHORyRerp4os813jD","League of Legends","2019-04-18","https://i.scdn.co/image/ab67616d0000b273c2f83d1824bca3fc6c790c60","1","1","179216","https://p.scdn.co/mp3-preview/aca7769c24c15e0cfe4eb480a2e3f6de2fa6e9da?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","NLRD51859889","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:38Z"
"spotify:track:2ygMBIctKIAfbEBcT9065L","Pump It","spotify:artist:1yxSLGMDHlW21z4YXirZDS","Black Eyed Peas","spotify:album:6VsJamdhvYKcnpwHAKULI0","Monkey Business","spotify:artist:1yxSLGMDHlW21z4YXirZDS","Black Eyed Peas","2005-01-01","https://i.scdn.co/image/ab67616d0000b273c6710b4a52539506c30e5354","1","1","213066","https://p.scdn.co/mp3-preview/c3aa3b2a8c6451a3ce6c20084cca89799722db46?cid=9950ac751e34487dbbe027c4fd7f8e99","true","79","USIR10500407","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:38Z"
"spotify:track:3zU9rdflI65tK4dkkNSp77","Heroes (we could be)","spotify:artist:4AVFqumd2ogHFlRbKIjp1t, spotify:artist:4NHQUGzhtTLFvgF5SZesLK","Alesso, Tove Lo","spotify:album:0tRVSbmOwilUucqjzU0fQw","Forever","spotify:artist:4AVFqumd2ogHFlRbKIjp1t","Alesso","2015-05-26","https://i.scdn.co/image/ab67616d0000b273b804bbd11f864902d452b3a7","1","3","210013","https://p.scdn.co/mp3-preview/e5664babfba07567c4e002c7bd9c043835bc6521?cid=9950ac751e34487dbbe027c4fd7f8e99","false","73","USUM71411636","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:38Z"
"spotify:track:5MhsZlmKJG6X5kTHkdwC4B","I'm an Albatraoz","spotify:artist:5vCOdeiQt9LyzdI87kt5Sh, spotify:artist:1KYt3TMGpa1LtVi0m2A0F9","AronChupa, Little Sis Nora","spotify:album:1qHVYbxQ6IS8YRviorKDJI","I'm an Albatraoz","spotify:artist:5vCOdeiQt9LyzdI87kt5Sh, spotify:artist:1KYt3TMGpa1LtVi0m2A0F9","AronChupa, Little Sis Nora","2014-08-08","https://i.scdn.co/image/ab67616d0000b2734676cbf99a56d53dc494abfb","1","1","166848","https://p.scdn.co/mp3-preview/74753a1f98b8e4e674c02a0058d0c1e711bd00e4?cid=9950ac751e34487dbbe027c4fd7f8e99","true","73","SEYOK1406001","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:39Z"
"spotify:track:15iosIuxC3C53BgsM5Uggs","All Night","spotify:artist:1VBflYyxBhnDc9uVib98rw","Icona Pop","spotify:album:59ZxtwIOD1wowkNvVHXqtP","THIS IS... ICONA POP","spotify:artist:1VBflYyxBhnDc9uVib98rw","Icona Pop","2013-08-27","https://i.scdn.co/image/ab67616d0000b2734e2e6035e60579c7bdc6fb33","1","2","187026","https://p.scdn.co/mp3-preview/0cdd183bebefe8747a9f7a80acd49a12142ac6db?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","SEWEE1300703","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:39Z"
"spotify:track:4cluDES4hQEUhmXj6TXkSo","What Makes You Beautiful","spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq","One Direction","spotify:album:6cunQQ7YZisYOoiFu2ywIq","Up All Night","spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq","One Direction","2012-05-25","https://i.scdn.co/image/ab67616d0000b2734a5584795dc73860653a9a3e","1","1","199986","https://p.scdn.co/mp3-preview/3abcba42a4cb3566c4840c29fd6695459065b1ae?cid=9950ac751e34487dbbe027c4fd7f8e99","false","86","GBHMU1100018","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:40Z"
"spotify:track:02itaCXOdC54J0ISjqqFAp","All Around The World (La La La)","spotify:artist:6cEuCEZu7PAE9ZSzLLc2oQ, spotify:artist:5wTdspmxzb8V4ZjvDodpBo","R3HAB, A Touch Of Class","spotify:album:0Y59j5oCvwTM2aNyPb6YpJ","All Around The World (La La La)","spotify:artist:6cEuCEZu7PAE9ZSzLLc2oQ, spotify:artist:5wTdspmxzb8V4ZjvDodpBo","R3HAB, A Touch Of Class","2019-04-05","https://i.scdn.co/image/ab67616d0000b2738ddd20bf644f1d50adafad7b","1","1","147840","https://p.scdn.co/mp3-preview/d45101faf877cb3d5c603f7be0f1dc6efc40ee7e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","76","NLW4L1900121","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:40Z"
"spotify:track:46NBoIAHrmR7qcUGCIFEjR","This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016)","spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai, spotify:artist:1Xylc3o4UrD53lo9CvFvVg","David Guetta, Zara Larsson","spotify:album:7EvlnQaVuUuFLIeSuE6nRq","This One's for You (feat. Zara Larsson) [Official Song UEFA EURO 2016]","spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai","David Guetta","2016-05-13","https://i.scdn.co/image/ab67616d0000b273c052c52bc0218b778ca136f5","1","1","207272","https://p.scdn.co/mp3-preview/921a8000e87b94b6c4a82f957ef862544cc79598?cid=9950ac751e34487dbbe027c4fd7f8e99","false","71","GB28K1500141","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:40Z"
"spotify:track:3h5IIiL9vK5aR0DZO6jD7D","Closer","spotify:artist:4CTKqs11Zgsv8EZTVzx764, spotify:artist:2bx0ckgYnvvFPzDlGpupN2","Lemaitre, Jennie A.","spotify:album:5F00Gf428CfhyD0TGxAZFi","Chapter One","spotify:artist:4CTKqs11Zgsv8EZTVzx764","Lemaitre","2017-06-02","https://i.scdn.co/image/ab67616d0000b2733d032d3653955186330aab1b","1","2","270589","https://p.scdn.co/mp3-preview/f72768001a53312c70c60c7c8cb0db0bc1f441f5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","USUM71508235","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:41Z"
"spotify:track:0ct6r3EGTcMLPtrXHDvVjc","The Nights","spotify:artist:1vCWHaC5f2uS3yhpwWbIA6","Avicii","spotify:album:0h2knr6qpiAq0tV5ri5JMF","The Days / Nights","spotify:artist:1vCWHaC5f2uS3yhpwWbIA6","Avicii","2014-01-01","https://i.scdn.co/image/ab67616d0000b2730ae4f4d42e4a09f3a29f64ad","1","2","176658","https://p.scdn.co/mp3-preview/7866e9567e7398035a01f663104ea1c5c28d11b1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","86","CH3131340464","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:41Z"
"spotify:track:6PtXobrqImYfnpIxNsJApa","Bad (feat. Vassy) - Radio Edit","spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai, spotify:artist:3gk0OYeLFWYupGFRHqLSR7, spotify:artist:7HqEmV7FeCi16bQyHMpIrF","David Guetta, Showtek, VASSY","spotify:album:6CvEd1L1KJZ8g3wIwCZYvF","Bad (feat. Vassy) [Radio Edit]","spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai, spotify:artist:3gk0OYeLFWYupGFRHqLSR7, spotify:artist:7HqEmV7FeCi16bQyHMpIrF","David Guetta, Showtek, VASSY","2014-04-06","https://i.scdn.co/image/ab67616d0000b273ce9ffe310aa206be81d03bb6","1","1","170625","https://p.scdn.co/mp3-preview/febdb0afbc31ab7afe87a58c42f4bde6d5f7f044?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","GB28K1400007","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:41Z"
"spotify:track:20I6sIOMTCkB6w7ryavxtO","Call Me Maybe","spotify:artist:6sFIWsNpZYqfjUpaCgueju","Carly Rae Jepsen","spotify:album:6SSSF9Y6MiPdQoxqBptrR2","Kiss","spotify:artist:6sFIWsNpZYqfjUpaCgueju","Carly Rae Jepsen","2012-01-01","https://i.scdn.co/image/ab67616d0000b273d3ee4bf67c2ac2154006ad72","1","3","193400","https://p.scdn.co/mp3-preview/c4a7b5e8b012344e607dc50991a32b4a00326739?cid=9950ac751e34487dbbe027c4fd7f8e99","false","84","CAB391100615","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:42Z"
"spotify:track:2Ld2LehpgQNREMxl9LlIzm","Boom, Boom, Boom, Boom!!","spotify:artist:0cwmNvclzPd8mQnoHuIksj","Vengaboys","spotify:album:44BtGGBJohrvoKVzmi1wij","Boom, Boom, Boom, Boom!!","spotify:artist:0cwmNvclzPd8mQnoHuIksj","Vengaboys","1998","https://i.scdn.co/image/ab67616d0000b2732abe696849ba0cc437ebd7b6","1","1","202583","https://p.scdn.co/mp3-preview/682b78fc86d206b27e8fc71fb79f1e43f05abbb0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","NLC529811150","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:42Z"
"spotify:track:6AbVJjzv7thIvmMCuhZrmK","Make It Bun Dem","spotify:artist:5he5w2lnU9x7JFhnwcekXX, spotify:artist:3QJzdZJYIAcoET1GcfpNGi","Skrillex, Damian Marley","spotify:album:381oom8nio77eU6BuUb4UO","Make It Bun Dem","spotify:artist:5he5w2lnU9x7JFhnwcekXX, spotify:artist:3QJzdZJYIAcoET1GcfpNGi","Skrillex, Damian Marley","2012-05-01","https://i.scdn.co/image/ab67616d0000b273599d75148c77c356edd9ea6f","1","1","213696","https://p.scdn.co/mp3-preview/c8f71b4d3cc1c18ac4d9ab019cbd030213e03643?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","USAT21202262","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:43Z"
"spotify:track:2mxT8OWvZSjAzmYYGeBjoY","Trouble Is a Friend","spotify:artist:5g3uG8zZZANGT6YOssgjfC","Lenka","spotify:album:4RDt6hhOexGpinuMYkhpBE","Lenka (Expanded Edition)","spotify:artist:5g3uG8zZZANGT6YOssgjfC","Lenka","2008-09-23","https://i.scdn.co/image/ab67616d0000b27373828856d5bb812e8a5e66d5","1","8","215746","https://p.scdn.co/mp3-preview/e0c08c890b03dfdaa1b3fa362fd6d93d3cbae80e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","USSM10803051","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:43Z"
"spotify:track:0fTiDOXRNEN0lUeYGoSHml","Somebody","spotify:artist:69GGBxA162lTqCwzJG5jLp, spotify:artist:76yeOnINtQSXyoEHbkYmtY","The Chainsmokers, Drew Love","spotify:album:6ZvDJs17O3woQirttKRYCG","Sick Boy","spotify:artist:69GGBxA162lTqCwzJG5jLp","The Chainsmokers","2018-12-14","https://i.scdn.co/image/ab67616d0000b2738e26bf4293c9da7a6439607b","1","4","221986","https://p.scdn.co/mp3-preview/b5ce1fe0cc76c265b052bc6dd742775f0c48a823?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","USQX91800357","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:44Z"
"spotify:track:0qaWEvPkts34WF68r8Dzx9","Turn Me On (feat. Vula)","spotify:artist:7i9j813KFoSBMldGqlh2Z1, spotify:artist:5nki7yRhxgM509M5ADlN1p, spotify:artist:6YqhcZlSE8ugUcmoHLw9gz","Riton, Oliver Heldens, Vula","spotify:album:7mtnp7B5yFt3D3PAznGzc8","Turn Me On (feat. Vula)","spotify:artist:7i9j813KFoSBMldGqlh2Z1, spotify:artist:5nki7yRhxgM509M5ADlN1p","Riton, Oliver Heldens","2019-09-13","https://i.scdn.co/image/ab67616d0000b273216a271725a34eba54dd0b55","1","1","208473","https://p.scdn.co/mp3-preview/800a6a5d6c22ce3acb1a0d26ace5ce3b9a381ea5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","71","GBCEN1900052","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:44Z"
"spotify:track:2ZslbWRRwek8HgSqAFoI3v","Young Hearts","spotify:artist:2CpLIMBoE2ZzyY3ZBCRZ7j, spotify:artist:3W8j0OhMMduqR1eNV6ktu3","BUNT., BEGINNERS","spotify:album:6GtMVl6DXPhBQRHW8rI5Ya","Young Hearts","spotify:artist:2CpLIMBoE2ZzyY3ZBCRZ7j, spotify:artist:3W8j0OhMMduqR1eNV6ktu3","BUNT., BEGINNERS","2016-08-26","https://i.scdn.co/image/ab67616d0000b273bee90c129e20c37d58b8f087","1","1","196184","https://p.scdn.co/mp3-preview/e54c4ce8ea13a9d0e42447f21d486686b7c0d776?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","TCACQ1635082","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:44Z"
"spotify:track:4cH7XOPBjVUD5Mwo9F2TVz","Love Myself","spotify:artist:5p7f24Rk5HkUZsaS3BLG5F","Hailee Steinfeld","spotify:album:22jxGduscW9fu9ff1IkUdU","HAIZ","spotify:artist:5p7f24Rk5HkUZsaS3BLG5F","Hailee Steinfeld","2015-11-13","https://i.scdn.co/image/ab67616d0000b273434a6404fa2f4bc5973abf8a","1","1","218773","https://p.scdn.co/mp3-preview/03c14f3760232f10cb4918cb2a881674bdf9560b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","USUM71510716","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:45Z"
"spotify:track:7xZ2UPEDc7vhR8ABy68oz2","Rock Bottom","spotify:artist:5p7f24Rk5HkUZsaS3BLG5F","Hailee Steinfeld","spotify:album:1ABRc0UFHY3x6rKQeFBTQ0","HAIZ","spotify:artist:5p7f24Rk5HkUZsaS3BLG5F","Hailee Steinfeld","2016-02-26","https://i.scdn.co/image/ab67616d0000b273a923f5d2fed06c911c788306","1","5","198240","https://p.scdn.co/mp3-preview/3f5c8dcf53ba56924867dad18edd0498e913bfc9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","USUM71517729","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:45Z"
"spotify:track:1Pmp486RrLRkaEkE3HFHXP","Who's Laughing Now","spotify:artist:4npEfmQ6YuiwW1GpUmaq3F","Ava Max","spotify:album:26c7MmQ4w8EAvVLb4jilaM","Heaven & Hell","spotify:artist:4npEfmQ6YuiwW1GpUmaq3F","Ava Max","2020-09-18","https://i.scdn.co/image/ab67616d0000b2739a95e89d24214b94de36ccf7","1","11","180348","https://p.scdn.co/mp3-preview/6eea8e5de2336c0cf662260d377f4b33044c2add?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","USAT22001106","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:45Z"
"spotify:track:0Ult84lvFuqNvbyXwyRQ58","I Miss You (feat. Julia Michaels)","spotify:artist:6MDME20pz9RveH9rEXvrOM, spotify:artist:0ZED1XzwlLHW4ZaG4lOT6m","Clean Bandit, Julia Michaels","spotify:album:1MvF4ulZKH7SaDQs9rE5nc","What Is Love? (Deluxe Edition)","spotify:artist:6MDME20pz9RveH9rEXvrOM","Clean Bandit","2018-11-30","https://i.scdn.co/image/ab67616d0000b27337fb0680110fbb107740de5d","1","11","205986","https://p.scdn.co/mp3-preview/8130edc24ce3f1110a625364086ebbf58aa93f21?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","GBAHS1701011","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:46Z"
"spotify:track:6HZ9VeI5IRFCNQLXhpF4bq","I Love It (feat. Charli XCX)","spotify:artist:1VBflYyxBhnDc9uVib98rw, spotify:artist:25uiPmTg16RbhZWAqwLBy5","Icona Pop, Charli XCX","spotify:album:59ZxtwIOD1wowkNvVHXqtP","THIS IS... ICONA POP","spotify:artist:1VBflYyxBhnDc9uVib98rw","Icona Pop","2013-08-27","https://i.scdn.co/image/ab67616d0000b2734e2e6035e60579c7bdc6fb33","1","1","157152","https://p.scdn.co/mp3-preview/429e91c9cdcf45a97960ab87560953e894aac997?cid=9950ac751e34487dbbe027c4fd7f8e99","true","77","SEWEE1200301","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-06-24T14:22:46Z"
